Name,Category,Region,Info
Korok Seed,Korok Seed,Hyrule Ridge,"Location:Top of tallest mushroomPuzzle:Burn leaves and pick up the rock.Coordinates:-2437, 0512, 0225"
Korok Seed,Korok Seed,Hyrule Ridge,"Location:On top of the mushroomPuzzle:Follow the red arrows, climb the mushroom, and examine the lights.Coordinates:-2201, 0356, 0148"
Korok Seed,Korok Seed,Hyrule Ridge,Location:On top of the mushroomPuzzle:Bring hisfriendbackCoordinates:??
Korok Seed,Korok Seed,Hyrule Ridge,"Location:Hill TopPuzzle:Complete the metal puzzleCoordinates:-2640, -0317, 0129"
Korok Seed,Korok Seed,Hyrule Ridge,"Location:??Puzzle:Place the rock to complete the designCoordinates:-2711, -0496, 0087"
Korok Seed,Korok Seed,Hyrule Ridge,"Location:??Puzzle:Land on the platform on the rock in the middle of the river.Coordinates:-2839, -0437, 0052"
Korok Seed,Korok Seed,Gerudo Highlands,"Location:??Puzzle:Bring hisfriendback from the top of the hillCoordinates:-3143, -0620, 0200"
Korok Seed,Korok Seed,Hyrule Field,"Location:Behind the Teniten ShrinePuzzle:Bring the Korok to hisfriend, to the south between Forest of Time and East Post RuinsCoordinates:-0041, -1113, 0022Note:You'll receive 2x Korok Seeds for reuniting the pair."
Korok Seed,Korok Seed,Hyrule Field,Location:North of theOutskirt Hill WellPuzzle:Fix the nearby roof using UltrahandCoordinates:-1658 -1320 0108
Korok Seed,Korok Seed,Hyrule Field,"Location:??Puzzle:Solve the block puzzleCoordinates:-1764, -1447, 0088"
Korok Seed,Korok Seed,Gerudo Desert,"Location:Ring in the desertPuzzle:Interact with the sparkling that is moving in a circleCoordinates:-4136, -2581, 0053"
Korok Seed,Korok Seed,Gerudo Desert,"Location:West Gerudo RuinsPuzzle:Ascend through the Korok log under the bone.Coordinates:-4592, -2348, 0051"
Korok Seed,Korok Seed,Gerudo Desert,Location:Top of skeletonPuzzle:Catch the falling flowerCoordinates:-4710 -2163 0100
Korok Seed,Korok Seed,Gerudo Desert,"Location:Pinwheel on top of the bones.Puzzle:Shoot the balloonsCoordinates:-4686, -1963, 0059"
Korok Seed,Korok Seed,Gerudo Highlands,Location:In the canyonPuzzle:Block PuzzleCoordinates:-4909 -1246 0452
Korok Seed,Korok Seed,Gerudo Highlands,"Location:On top of a treePuzzle:Examine the lights between the three arrowsCoordinates:-4691, -1235, 0522"
Korok Seed,Korok Seed,Gerudo Highlands,"Location:On the mountainPuzzle:Complete the stone puzzle, the missing rock is on a ledge slightly north eastCoordinates:-4321, -1089, 0523"
Korok Seed,Korok Seed,Gerudo Highlands,"Location:On a small ledgePuzzle:Land on targetCoordinates:-3845, -1465, 0366"
Korok Seed,Korok Seed,Gerudo Highlands,Location:Down the cliffPuzzle:Put 3 bananas on the platesCoordinates:-3919 -1592 0240
Korok Seed,Korok Seed,Gerudo Highlands,"Location:South of Gerudo Highlands Skyview Tower, northeast of Karusa Valley area marker, on a ledge in the canyon full of the Yiga Clan's frog statuesPuzzle:Move the blocks with the long portion upwards to fill the gapCoordinates:-3898, -1643, 0294"
Korok Seed,Korok Seed,Gerudo Desert,"Location:On the top of the cliffPuzzle:Catch the dandelion seedCoordinates:-3845, -1894, 0305"
Korok Seed,Korok Seed,Gerudo Desert,"Location:Hanging under the stone promontory; under the pull the plug korokPuzzle:Shoot the hanging acorn.Coordinates:-3580, -1986, 0208"
Korok Seed,Korok Seed,Gerudo Desert,"Location:On the stone promontoryPuzzle:Pull the plugCoordinates:-3584, -1989, 0245"
Korok Seed,Korok Seed,Gerudo Desert,"Location:On the wooden platformPuzzle:Shoot the 3 BalloonsCoordinates:-3573, -1852, 0358"
Korok Seed,Korok Seed,Gerudo Highlands,"Location:Inside the crevasse, at the base of the mountain.Puzzle:Block PuzzleCoordinates:-3208, -1856, 0074"
Korok Seed,Korok Seed,Gerudo Highlands,"Location:On the side of the cliffPuzzle:Shoot the acorn to reveal the korok , its inside a tear shape in the geoglyphCoordinates:-3192, -1742, 0352"
Korok Seed,Korok Seed,Hyrule Field,"Location:In the tree stump in the waterPuzzle:Follow the flowerCoordinates:-1173, -1654, 0082"
Korok Seed,Korok Seed,Hyrule Field,"Location:Around the treePuzzle:Catch the swirl of sparkling leavesCoordinates:-1151, -1781, 0153"
Korok Seed,Korok Seed,Hyrule Field,"Location:At the very top of the Temple of Time, perch on the tallest tower's spire.Puzzle:Example the swirl of sparkling leaves.Coordinates:-0811, -1966, 0191"
Korok Seed,Korok Seed,Hyrule Field,"Location:On the end of the pier in the waterPuzzle:Examine the sparklesCoordinates:-1084, -2047, 0143"
Korok Seed,Korok Seed,Hyrule Field,"Location:Beside the riverPuzzle:Take him to hisfriend across the river.Coordinates:-1128, -1973, 0144"
Korok Seed,Korok Seed,Hyrule Field,Location:At the campPuzzle:Bring backhis friendhereCoordinates:??
Korok Seed,Korok Seed,Hyrule Field,"Location:Three statues with bowls outside Yiga HousePuzzle:Solve the puzzle by placing three bananas in the bowls in front of the 3 frog statuesCoordinates:-0789, -2232, 0087"
Korok Seed,Korok Seed,Hyrule Field,Location:In a small cave near the Bokoblins - look for the leaf-marked stump on the roofPuzzle:Ascend through the Korok stumpCoordinates:-0927 -2205 0083
Korok Seed,Korok Seed,Faron Grasslands,Location:??Puzzle:Complete the stone squares with the two rocks.Coordinates:-1032 -2399 -0027
Korok Seed,Korok Seed,Hyrule Field,"Location:On the pillar at the western end of the bridgePuzzle:Lift the rockCoordinates:0147, -1610, 0030"
Korok Seed,Korok Seed,Hyrule Field,"Location:??Puzzle:Bring him tohis friendon the other side of the river.Coordinates:0047, -1696, 0060"
Korok Seed,Korok Seed,Hyrule Field,"Location:On the top of the stairs of an abandoned buildingPuzzle:Follow the flowerCoordinates:0002, -1893, 0101"
Korok Seed,Korok Seed,Hyrule Field,"Location:Abandoned buildingsPuzzle:Use Ultrahand to complete the metal puzzleCoordinates:-0472, -2036, 0072"
Korok Seed,Korok Seed,Hyrule Field,"Location:On the edge of a hillPuzzle:Moving Sparkles - Catch the moving sparksCoordinates:-0226, -1917, 0043"
Korok Seed,Korok Seed,Hyrule Field,"Location:??Puzzle:Grab the wooden plank out of the tree crown and insert it into the empty spot on the roof of the shed nearbyCoordinates:-0216, -2214, 0032"
Korok Seed,Korok Seed,Faron Grasslands,"Location:??Puzzle:Examine the sparkle. Use materials from the nearby pier to build something to stand onCoordinates:-0635, -2381, -0010"
Korok Seed,Korok Seed,West Necluda,Location:??Puzzle:Korok has been separated from theirfriendto the westCoordinates:2190 -1700 0023
Korok Seed,Korok Seed,Faron Grasslands,"Location:In between Nette Plateau and Lake of the HorsePuzzle:Place the boulder from the hole into the stump across the roadCoordinates:0383, -3609, 0071"
Korok Seed,Korok Seed,Faron Grasslands,"Location:On a rock in the southern fence surrounding the Highland StablePuzzle:Bring him to hisfriendCoordinates:0522, -3482, 0048"
Korok Seed,Korok Seed,Faron Grasslands,"Location:At the back of the stablesPuzzle:Bring hisfriendCoordinates:0518, -3483, 0048"
Korok Seed,Korok Seed,West Necluda,"Location:Near the wall of a mountain south of thePopla Foothills South WellPuzzle:Place apples in a pan in front of two statuesCoordinates:0635, -2314, 0056"
Korok Seed,Korok Seed,West Necluda,"Location:South of the Deya Lake and a little northeast of Lake HyliaPuzzle:Place the boulder at the bottom of the hill inside the wooden pedestal.Coordinates:0343, -2382, 0023"
Korok Seed,Korok Seed,West Necluda,"Location:??Puzzle:Lift the rockCoordinates:0566, -2383, 0112"
Korok Seed,Korok Seed,West Necluda,"Location:??Puzzle:Bringhis friendto him.Coordinates:0585, -1581, 0010"
Korok Seed,Korok Seed,West Necluda,Location:??Puzzle:Carry the boulder up the hill and place into the treeCoordinates:0609  -1466  0047
Korok Seed,Korok Seed,West Necluda,"Location:In a treePuzzle:Shoot into the hole in the tree from the southeastCoordinates:0734, -1503, 0039"
Korok Seed,Korok Seed,West Necluda,"Location:Drop down below the bridge to a rock.Puzzle:Attach something to the loose cork to pull out the other cork.Coordinates:0955, -0944, 0009"
Korok Seed,Korok Seed,East Necluda,"Location:??Puzzle:Bring him tohis friendCoordinates:2452, -2912, 0220"
Korok Seed,Korok Seed,Hyrule Field,"Location:On the southeast side of Crenel Hills, on a tree stumpPuzzle:Follow the flowerCoordinates:0974 0674 0084"
Korok Seed,Korok Seed,Hyrule Field,Location:Under the hollow logPuzzle:Catch the shining lightCoordinates:0619 0755 0077
Korok Seed,Korok Seed,Lanayru Wetlands,"Location:In destroyed building, in the leavesPuzzle:Hit/burn the leaves and move the rockCoordinates:1396, 0127, 0026"
Korok Seed,Korok Seed,Lanayru Wetlands,"Location:??Puzzle:Bring hisfriendbackCoordinates:2201, 0159, 0034"
Korok Seed,Korok Seed,Lanayru Wetlands,"Location:??Puzzle:Complete the patern to create a + with the piece found nearby.
There are 4 fixed pattern, which represents the faces of a dice, from one to four. The piece which can be grab has to be put in the fourth pattern to make the number 4Coordinates:2211, 0046, 0050"
Korok Seed,Korok Seed,Lanayru Wetlands,"Location:Circle of leaves in the waterPuzzle:Climb on the highest cliff and dive into the circle.Coordinates:2307, 0011, 0051"
Korok Seed,Korok Seed,Lanayru Great Spring,Location:Edge of a cliff looking over rutala riverPuzzle:Place the missing stone in the ringCoordinates:2461 -0045 0079
Korok Seed,Korok Seed,West Necluda,"Location:??Puzzle:Bring hisfriendbackCoordinates:1195, -1842, 0010"
Korok Seed,Korok Seed,West Necluda,"Location:On an alcove just under the peak of the mountainPuzzle:Put the metal block in the right spotCoordinates:1240, -1849, 335"
Korok Seed,Korok Seed,West Necluda,Location:At the end of a walkway ledge halfway down the mountain.Puzzle:Pull the cork by fusing the cork to the nearby bouldersCoordinates:1327 -1963 0185
Korok Seed,Korok Seed,West Necluda,"Location:??Puzzle:Step on the korok stump between the two statues, follow the sparkle with the paraglide and land on the targetCoordinates:1243, -1940, 0436"
Korok Seed,Korok Seed,West Necluda,"Location:Windmill at the foot of the treePuzzle:Shoot BalloonsCoordinates:1521, -1858, 0289"
Korok Seed,Korok Seed,West Necluda,"Location:On the top of the TreePuzzle:Examine the sparklesCoordinates:1775, -2769, 0316"
Korok Seed,Korok Seed,East Necluda,"Location:Next to the treePuzzle:Shoot the BalloonCoordinates:2283, -2661, 0181"
Korok Seed,Korok Seed,West Necluda,"Location:Underside of the tree's western branchPuzzle:Shoot an acornCoordinates:1970, -2533, 0247"
Korok Seed,Korok Seed,West Necluda,Location:??Puzzle:Pull out the PlugCoordinates:1939.  -2563.  0025
Korok Seed,Korok Seed,East Necluda,"Location:In a small cave next to the waterfallPuzzle:Offer apples to the statuesCoordinates:2135,-2607,0257"
Korok Seed,Korok Seed,East Necluda,"Location:??Puzzle:Lift the stoneCoordinates:2043, -2660, 0307"
Korok Seed,Korok Seed,West Necluda,"Location:On top of the hillPuzzle:Shoot the 3 balloonsCoordinates:1936, -2779, 0387"
Korok Seed,Korok Seed,East Necluda,Location:Island in a middle of a lakePuzzle:Lift a rockCoordinates:3256 -2226 0107
Korok Seed,Korok Seed,East Necluda,"Location:On top of a polePuzzle:Interact with flowersCoordinates:3288, -2179, 0169"
Korok Seed,Korok Seed,West Necluda,"Location:On top of the mountainPuzzle:Attach platforms to cork and throw off the north side of the mountainCoordinates:2921, -1395. 0378"
Korok Seed,Korok Seed,Mount Lanayru,"Location:??Puzzle:Bring theKorokto his FriendCoordinates:3668, -1386, 0296"
Korok Seed,Korok Seed,Eldin Canyon,Location:??Puzzle:Look for the sparkles near the ruined buildingCoordinates:2672 1077 0156
Korok Seed,Korok Seed,Eldin Canyon,Location:On top of the pickaxe rock formation next to the minePuzzle:Lift up the rockCoordinates:1670 1980 0342
Korok Seed,Korok Seed,Lanayru Great Spring,"Location:??Puzzle:Shoot three balloonsCoordinates:4271, 0509, 0335"
Korok Seed,Korok Seed,Lanayru Great Spring,"Location:??Puzzle:Move the boulder on the other side of the waterfall into the holder hereCoordinates:4111, 0471, 0374"
Korok Seed,Korok Seed,Eldin Canyon,"Location:On the plateau under a lean-to. He will not appear until you talk to hisfriend.Puzzle:Bring hisfriendback here.Coordinates:1504, 1801, 0309"
Korok Seed,Korok Seed,Eldin Canyon,"Location:??Puzzle:Bring him up to hisfriendCoordinates:1543, 1808, 0283"
Korok Seed,Korok Seed,West Necluda,"Location:??Puzzle:Put the stone over the wooden branchesCoordinates:2294, -1510, 0062"
Korok Seed,Korok Seed,Tabantha Frontier,"Location:??Puzzle:Stand on the stump, and use Ascend to beat the timerCoordinates:-3208 0334 -0099"
Korok Seed,Korok Seed,Hyrule Ridge,Location:??Puzzle:Follow the flowersCoordinates:-3108 0240 0111
Korok Seed,Korok Seed,Hyrule Field,"Location:Outskirt Stable - inside the logsPuzzle:Shoot the acornCoordinates:-1428, -1298, 0036"
Korok Seed,Korok Seed,Hyrule Ridge,Location:Near Small enemy camp  in West Hyrule PlainsPuzzle:Follow the SparklesCoordinates:-2023 0077 0156
Korok Seed,Korok Seed,Tabantha Frontier,"Location:On an cliffside edge.Puzzle:Lift a rock.Coordinates:-2224, 1579, 0170"
Korok Seed,Korok Seed,Eldin Canyon,"Location:On ground west of cart trackPuzzle:Take him to hisfriendon the to the northeastCoordinates:2189, 2773, 0523"
Korok Seed,Korok Seed,Gerudo Highlands,"Location:North of Sapphia's TablePuzzle:Melt the ice block, lift rockCoordinates:-3247, -1470, 0414"
Korok Seed,Korok Seed,Tabantha Frontier,"Location:InDragon Bone Mire, on the small island in the mud.Puzzle:Lift the stoneCoordinates:-4169, 1696, 0110"
Korok Seed,Korok Seed,Tabantha Frontier,"Location:Under the cliffPuzzle:Ascend through the stumpCoordinates:-3424, 2067, 0164"
Korok Seed,Korok Seed,Tabantha Frontier,Location:??Puzzle:Shoot the pot hanging from the destroyed building.Coordinates:-2074 2077 0285
Korok Seed,Korok Seed,West Necluda,Location:??Puzzle:Shoot down ballon under the archwayCoordinates:??
Korok Seed,Korok Seed,West Necluda,"Location:Stone on top of the treePuzzle:Lift the stoneCoordinates:1283, -0833, 0078"
Korok Seed,Korok Seed,Akkala Highlands,"Location:Top of buildingPuzzle:Lift the rockCoordinates:3647, 1796, 0112"
Korok Seed,Korok Seed,West Necluda,"Location:The lost and exhausted korok is found right next to the road.Puzzle:Bring him to hisfriendto the east southeast, across the river and past the enemy camp.Coordinates:2473, -1741, 0010"
Korok Seed,Korok Seed,West Necluda,Location:??Puzzle:Bring to hisfriendCoordinates:1873 -0804 0239
Korok Seed,Korok Seed,Hyrule Field,"Location:In the middle of the pond.Puzzle:Freeze the surface to walk out to the middle and interact with the floating lights. Nearby ice fruits work.Coordinates:-1434, -1954, 0218"
Korok Seed,Korok Seed,Hyrule Field,"Location:Down on the cliff side  under a rock.Puzzle:Lift the stoneCoordinates:-1515, -1922, 0132"
Korok Seed,Korok Seed,Sky,"Location:Very top of the wall in the cornerPuzzle:Jump and dive after the sparkle before examining itCoordinates:4794, 3754, 1185"
Korok Seed,Korok Seed,Gerudo Highlands,"Location:Northeast cliffsidePuzzle:Solve The Stone Cube StructureCoordinates:-3870, -1176, 0493"
Korok Seed,Korok Seed,West Necluda,"Location:On the top of the north mountain of Dueling PeaksPuzzle:Shoot BalloonsCoordinates:1252, -1856, 0385"
Korok Seed,Korok Seed,Hyrule Ridge,"Location:??Puzzle:Acorn inside a hollow tree logCoordinates:-1954, -0408, 0206"
Korok Seed,Korok Seed,East Necluda,"Location:??Puzzle:Bring him to hisfriendCoordinates:2857, -1910, 0040"
Korok Seed,Korok Seed,Hyrule Field,"Location:Top of biggest tree with no leavesPuzzle:Lift rock from top of treeCoordinates:-1518, -1509, 0041"
Korok Seed,Korok Seed,Hyrule Field,"Location:In front of the window of Zelda's study roomPuzzle:Shoot the balloonCoordinates:-0391, 0997, 0319"
Korok Seed,Korok Seed,East Necluda,"Location:??Puzzle:Bring to hisfriendCoordinates:3246, -2282, 0130"
Korok Seed,Korok Seed,East Necluda,"Location:??Puzzle:Finish the raceCoordinates:2409, -2670, 0258"
Korok Seed,Korok Seed,Hyrule Field,"Location:Sitting under an apple tree next to the riverPuzzle:Bring him to hisfriendCoordinates:0534, 1109, 0016"
Korok Seed,Korok Seed,Hyrule Field,"Location:Top of the rock hill. There will be a round wooden pedestal.Puzzle:Paraglide through the ring before time runs out.Coordinates:-0656, -1389, 0053"
Korok Seed,Korok Seed,Hyrule Field,"Location:On top of the hill near the river and the bridge.Puzzle:Bring him tohis friend.Coordinates:0291, -1203, 0027"
Korok Seed,Korok Seed,West Necluda,"Location:Sitting by a campfire.Puzzle:Bringhis friendto him.Coordinates:0342, -1661, 0018"
Korok Seed,Korok Seed,West Necluda,"Location:Under the bridge, next to the first pillar from east, you'll see a small wooden stump sticking under the bridgePuzzle:Use the Ascend ability to ascend through the wooden stump.Coordinates:0229, -1608, 0009"
Korok Seed,Korok Seed,Gerudo Highlands,"Location:On the overpassPuzzle:Complete the rock puzzleCoordinates:-1950, -2134, 0081"
Korok Seed,Korok Seed,Sky,"Location:On a tiny sky island with a broken pillarPuzzle:Stand on the log until  a target appears on the platform below, then fly to the target on the furthest point of the nearest cross-shaped islandCoordinates:4613, 2283, 1299"
Korok Seed,Korok Seed,Sky,"Location:Zonaite Forge IslandPuzzle:Follow the flower up the top edge of the towerCoordinates:2337, -1845, 1685"
Korok Seed,Korok Seed,Sky,"Location:Zonaite Forge IslandPuzzle:Start on the edge of the tower above to the southwest and stand on the tree trunk and race to the ring below before time runs out.Starting Coordinates:2409, -1821, 1570End Coordinates:2430, -1781, 1514"
Korok Seed,Korok Seed,Sky,"Location:Zonaite Forge IslandPuzzle:Place rock from the top of the tower in the corner of the triangle.Coordinates:2433, -1717, 1441"
Korok Seed,Korok Seed,Sky,"Location:Stump on the corner.Puzzle:Dive down and fetch the korokCoordinates:-1708, -3583, 1086"
Korok Seed,Korok Seed,Sky,"Location:Stump on the small islandPuzzle:Jump on the targetCoordinates:-3374, 0012, 2324"
Korok Seed,Korok Seed,Sky,"Location:On top of the hill of Lightcast IslandPuzzle:Jump on the targetStarting Coordinates:-3611, 1029, 1815"
Korok Seed,Korok Seed,Sky,"Location:On a small island underneath a larger one with a chest on it.Puzzle:Jump on the targetCoordinates:-3959, 0649, 1505"
Korok Seed,Korok Seed,Sky,Location:On the side of the island facing north-east the is a korok stumpPuzzle:Climb down to the stumpCoordinates:-1667 3282 0978
Korok Seed,Korok Seed,Tabantha Frontier,"Location:Top of the southern rockPuzzle:Fairy lights where the red arrows meetCoordinates:-4479,1943, 0162"
Korok Seed,Korok Seed,Hebra Mountains,"Location:On an island in the lakePuzzle:Bring hisfriendfrom the shore to the south using a raft.Coordinates:-4117, 2414, -0013"
Korok Seed,Korok Seed,Hebra Mountains,Location:In the valley east of the north end of Lake KilsiePuzzle:Hidden under a rock use ultrahand to pull it out**Coordinates: -3751 2798 0137
Korok Seed,Korok Seed,Hebra Mountains,Location:On a small cliff on the north end of Lake KilsiePuzzle:Melt the iceCoordinates:-3851 2738 0029
Korok Seed,Korok Seed,Hebra Mountains,Location:In a small corner of the Biron SnowshelfPuzzle:Cover the statue with the two wood planks (find them over the rock)Coordinates:-3797 3028 0246
Korok Seed,Korok Seed,Hebra Mountains,Location:On top of the mountianPuzzle:Slide the piece into the correct spotCoordinates:-3948 3161 0322
Korok Seed,Korok Seed,Hebra Mountains,"Location:At the edge of the worldPuzzle:Shoot down three balloonsCoordinates:-4632, 2820, 0242"
Korok Seed,Korok Seed,Hebra Mountains,"Location:Hebra's West Summit, at the peakPuzzle:Shield surf downCoordinates:-4422, 3215, 0391"
Korok Seed,Korok Seed,Hebra Mountains,"Location:Group of trees on the side of the mountainPuzzle:Climb the dead tree and interact with the sparklesCoordinates:-4249, 3127, 0194"
Korok Seed,Korok Seed,Hebra Mountains,"Location:On top of a small peak under a rockPuzzle:Lift the rockCoordinates:-4036, 3365, 0265"
Korok Seed,Korok Seed,Hebra Mountains,"Location:Side of the mountain next to the huge black rockPuzzle:Take the 4 planks of wood (two on top of the big black rock and two next to the statues) and make a roof for the three statuesCoordinates:-4187, 3374, 0242"
Korok Seed,Korok Seed,Hebra Mountains,"Location:??Puzzle:Bring hisfriendback from the EastCoordinates:-4122, 3430, 0222"
Korok Seed,Korok Seed,Hebra Mountains,Location:??Puzzle:Fly over to the targetCoordinates:-3992 3835 0220
Korok Seed,Korok Seed,Hebra Mountains,"Location:Hebra North CrestPuzzle:Speed run to the light circle.Coordinates:-3427, 3799, 0245"
Korok Seed,Korok Seed,Hebra Mountains,"Location:Top of the tree without leavesPuzzle:Examine the lightsCoordinates:-3414, 3508, 0436"
Korok Seed,Korok Seed,Hebra Mountains,"Location:??Puzzle:Bring hisfriendbackCoordinates:-3237, 3687, 0243"
Korok Seed,Korok Seed,Hebra Mountains,"Location:Beneath the hanging rock.Puzzle:Use ascend through the platform in the ceiling of the rock caveCoordinates:-3001, 3219, 0560"
Korok Seed,Korok Seed,Hebra Mountains,"Location:Around a treePuzzle:Complete the rock circleCoordinates:-2603, 3233, 0387"
Korok Seed,Korok Seed,Great Hyrule Forest,Location:There are three statues with bowls in front of themPuzzle:Solve the puzzle by placing three bananas in the bowls in front of the 3 frog statuesCoordinates:-0661 1978 0136
Korok Seed,Korok Seed,Great Hyrule Forest,"Location:Next to Hyrule Restoration MaterialsPuzzle:Bring hisfriendbackCoordinates:-0980, 2239, 0120"
Korok Seed,Korok Seed,Great Hyrule Forest,"Location:Atop Mount DrenaPuzzle:Attach the nearby rocket to wooden cork and then activate the rocketCoordinates:-0577, 2602, 0385"
Korok Seed,Korok Seed,Great Hyrule Forest,"Location:West of the bridge that leads to the Thyphlo Ruins.Puzzle:Bring the Korok’sfriendto him.Coordinates:0018, 3100, 0167"
Korok Seed,Korok Seed,Great Hyrule Forest,"Location:At the western entrance to Thyphlo Ruins, on the pillarPuzzle:Glide to the finish plateCoordinates:0060 3112 0190"
Korok Seed,Korok Seed,Great Hyrule Forest,"Location:Small Island to the southwest of Thyphlo RuinsPuzzle:Lift single rockCoordinates:0170, 3036, 0176"
Korok Seed,Korok Seed,Great Hyrule Forest,Location:On top of the pillarPuzzle:Lift the rockCoordinates:0127 3149 0181
Korok Seed,Korok Seed,Eldin Mountains,Location:In a tent in the valleyPuzzle:Bring hisfriendbackCoordinates:0770 2856 0215
Korok Seed,Korok Seed,Eldin Mountains,"Location:On top of the hillockPuzzle:Bring hisfriendbackCoordinates:0593, 3044, 0188"
Korok Seed,Korok Seed,Eldin Canyon,"Location:Small cliff north of Gorko LakePuzzle:Finish the cube-like puzzleCoordinates:2063, 2326, 0498"
Korok Seed,Korok Seed,Eldin Canyon,Location:Underneath the bridge you will find the first flowerPuzzle:Follow the flowersCoordinates:2223 2368 0520
Korok Seed,Korok Seed,Eldin Canyon,"Location:??Puzzle:Put The 2 Stones At the Right PlaceCoordinates:1251, 2294, 0322"
Korok Seed,Korok Seed,Eldin Canyon,"Location:In the narrow lake West of Goron CityPuzzle:Dive in the ringCoordinates:1473, 2224, 0294"
Korok Seed,Korok Seed,Eldin Canyon,Location:In the valley behind Goron CityPuzzle:Complete the block puzzle.Coordinates:1745 2330 0420
Korok Seed,Korok Seed,Eldin Canyon,"Location:Underneath the large bridge on top of the villagePuzzle:Shoot the balloonCoordinates:1680, 2385, 0463"
Korok Seed,Korok Seed,Eldin Canyon,"Location:Inside the mouthPuzzle:Pop the balloonCoordinates:1574, 2465, 0408"
Korok Seed,Korok Seed,Eldin Canyon,Location:Atop the fist of one of the statues in Goron cityPuzzle:Lift the rockCoordinates:1722 2554 0498
Korok Seed,Korok Seed,Eldin Canyon,"Location:Under lean-to next to the lava flowPuzzle:Bring hisfriendbackCoordinates:1991, 2596, 0457"
Korok Seed,Korok Seed,Eldin Canyon,"Location:On the ground under a lean-to. Will not appear until you talk to his friend.Puzzle:Bring hisfriendto himCoordinates:1714, 3059, 0393"
Korok Seed,Korok Seed,Eldin Canyon,"Location:Underneath a bridge to the Northeast of Darunia Lake.Puzzle:Shoot the acorn under a bridgeCoordinates:1573, 2951, 0398"
Korok Seed,Korok Seed,Eldin Canyon,Location:On top of the head of the Yunobo statuePuzzle:Interact with GlitterCoordinates:1602 2826 0466
Korok Seed,Korok Seed,Eldin Canyon,Location:In the small canyonPuzzle:Complete the cube puzzleCoordinates:2062 2757 0475
Korok Seed,Korok Seed,Eldin Canyon,Location:Sitting by a campfirePuzzle:Bring hisfriendback hereCoordinates:2511 2984 0523
Korok Seed,Korok Seed,Eldin Canyon,Location:Underneath the rock archPuzzle:Catch the dandelion before it touches the groundCoordinates:2170 3035 0453
Korok Seed,Korok Seed,Eldin Canyon,Location:At the Glide Plate on The MountainPuzzle:Glide to the finish platformCoordinates:2198 3006 0507
Korok Seed,Korok Seed,Eldin Canyon,"Location:Under the small bridgePuzzle:Shoot the acornCoordinates:2232, 3041, 0445"
Korok Seed,Korok Seed,Eldin Mountains,"Location:Next to Sibajitak Shrine on the bottom of the archwayPuzzle:Ascend through the ceiling stumpCoordinates:2405, 3328, 0435"
Korok Seed,Korok Seed,Deep Akkala,"Location:On top of the southern right pillarPuzzle:Climb up the pillar and interact with the korokCoordinates:2671, 3443, 0374"
Korok Seed,Korok Seed,Deep Akkala,"Location:??Puzzle:Bring itsfriendbackCoordinates:2968, 3648, 0224Starting Coordinates:3351, 3664, 0221"
Korok Seed,Korok Seed,Deep Akkala,"Location:To the Northeast of Gut Check RockPuzzle:Shoot 3 balloonsCoordinates:3076, 3683, 0213"
Korok Seed,Korok Seed,Deep Akkala,Location:On a cliff overlooking Skull LakePuzzle:Glide down from above.Coordinates:3153 3430 0137
Korok Seed,Korok Seed,Deep Akkala,"Location:On top of the pillar.Puzzle:Lift the rock to reveal the Korok.Coordinates:3268, 3397, 0034"
Korok Seed,Korok Seed,Deep Akkala,"Location:Akkala WildsPuzzle:Shoot 3 balloonsCoordinates:3455, 3580, 0209"
Korok Seed,Korok Seed,Deep Akkala,"Location:Akkala WildsPuzzle:Put the rock in the tree pedestalCoordinates:3768, 3376, 0171."
Korok Seed,Korok Seed,Deep Akkala,"Location:In building remainsPuzzle:Shoot the hanging Acorn in the windowCoordinates:4120, 3285, 0198."
Korok Seed,Korok Seed,Deep Akkala,"Location:Very top of the wall in the cornerPuzzle:Shoot down the five balloons to make the Korok appearCoordinates:4794, 3753, 0139"
Korok Seed,Korok Seed,Hyrule Field,"Location:Under the Thims BridgePuzzle:Lift the rockCoordinates:0553, 0514, 0013"
Korok Seed,Korok Seed,Hyrule Field,"Location:Hole in west side of treePuzzle:Shoot the acorn in the treeCoordinates:1467, 0677, 0027"
Korok Seed,Korok Seed,Eldin Canyon,Location:Under the big treePuzzle:Put an apple in the empty bowlCoordinates:1577 0725 0077
Korok Seed,Korok Seed,Great Hyrule Forest,Location:Pinwheel on the ground next to two rocks.Puzzle:Shoot the 3 balloonsCoordinates:0985 1805 0208
Korok Seed,Korok Seed,Great Hyrule Forest,"Location:On the top of the wooden buildingPuzzle:Start from the building to the southCoordinates:0776, 1529, 0148"
Korok Seed,Korok Seed,Great Hyrule Forest,"Location:Under the wooden railwayPuzzle:Shoot the hanging acornCoordinates:0939, 1553, 0150"
Korok Seed,Korok Seed,Eldin Canyon,"Location:??Puzzle:Shoot the acorn inside the tree trunkCoordinates:1334, 1314, 0167"
Korok Seed,Korok Seed,Eldin Mountains,"Location:??Puzzle:Solve The Stone Cube PuzzleCoordinates:2232, 3680, 0232"
Korok Seed,Korok Seed,Eldin Mountains,"Location:At the tail of the Eldin Great SkeletonPuzzle:Examine the sparklesCoordinates:1409, 3778, 0128"
Korok Seed,Korok Seed,Eldin Mountains,"Location:On the large treePuzzle:Lift the rock on top of the treeCoordinates:0859, 3354, 0209"
